Date/heure;O3;NO2;SO2;CO;PM10
09.08.2011;91.7;10.8;0.7;0.19;4.9
10.08.2011;98.1;11.8;0.7;0.19;5.1
11.08.2011;167.7;16.6;1.0;0.23;11.6
12.08.2011;146.3;19.2;0.9;0.27;15.2
13.08.2011;157.3;13.7;0.8;0.26;16.4
14.08.2011;141.1;9.8;0.9;0.23;16.5
15.08.2011;115.5;9.1;0.5;0.21;11.3
16.08.2011;137.4;14.0;0.7;0.24;11.3
17.08.2011;138.7;18.3;0.7;0.28;17.7
18.08.2011;152.0;16.5;0.5;0.28;20.3
19.08.2011;155.0;18.3;0.5;0.28;19.3
20.08.2011;145.6;11.8;0.6;0.23;17.6
21.08.2011;151.8;11.3;0.5;0.26;21.2
22.08.2011;158.7;21.0;0.7;0.30;25.5
23.08.2011;173.1;24.3;0.8;0.32;29.2
24.08.2011;177.0;24.0;1.0;0.30;26.7
25.08.2011;;25.1;1.3;0.28;24.7
26.08.2011;170.1;27.4;1.4;0.30;27.5
27.08.2011;119.3;8.3;1.0;0.17;15.5
28.08.2011;117.4;7.9;0.7;0.16;6.0
29.08.2011;142.6;23.1;1.4;0.25;12.7
30.08.2011;175.4;26.7;1.6;0.28;20.7
31.08.2011;166.1;25.4;1.6;0.28;25.8
01.09.2011;148.6;23.1;1.0;0.34;19.8
02.09.2011;141.7;23.2;0.9;0.29;20.1
03.09.2011;136.2;19.3;0.8;0.26;20.8
04.09.2011;58.5;19.8;0.5;0.24;18.3
05.09.2011;99.4;16.8;0.6;0.21;7.3
06.09.2011;95.0;20.8;0.8;0.23;8.7
07.09.2011;109.2;25.3;1.0;0.29;13.6
08.09.2011;105.4;24.9;1.1;0.30;12.4
09.09.2011;168.9;29.4;1.3;0.35;18.2
10.09.2011;160.9;19.0;0.7;0.32;26.2
11.09.2011;158.6;15.2;0.8;0.28;22.6
12.09.2011;129.4;19.1;0.7;0.23;9.4
13.09.2011;142.9;23.1;1.0;0.28;13.6
14.09.2011;165.2;27.7;1.1;0.31;18.9
15.09.2011;164.4;29.6;1.5;0.33;23.4
16.09.2011;171.4;29.4;1.3;0.35;26.3
17.09.2011;143.2;19.2;1.0;0.27;19.2
18.09.2011;83.6;12.6;0.3;0.17;5.7
19.09.2011;85.9;13.4;0.4;0.17;3.9
20.09.2011;87.5;19.3;0.6;0.24;5.9
21.09.2011;108.3;31.7;1.1;0.31;9.6
22.09.2011;137.5;29.9;1.2;0.32;11.2
23.09.2011;145.3;35.8;1.6;0.39;25.1
24.09.2011;140.3;26.3;1.2;0.36;36.2
25.09.2011;131.4;20.4;1.0;0.32;27.5
26.09.2011;136.8;28.1;1.0;0.35;25.8
27.09.2011;148.9;31.4;1.3;0.38;28.0
28.09.2011;147.8;38.4;1.8;0.40;33.6
29.09.2011;151.1;33.2;1.8;0.38;37.0
30.09.2011;152.7;30.3;1.5;0.37;34.8
01.10.2011;122.4;23.9;1.1;0.31;20.8
02.10.2011;154.9;18.1;1.1;0.29;20.5
03.10.2011;152.4;32.0;1.3;0.37;25.5
04.10.2011;155.7;32.3;1.2;0.38;28.3
05.10.2011;163.1;33.2;1.3;0.39;32.2
06.10.2011;138.6;40.4;1.9;0.42;48.9
07.10.2011;79.6;17.0;0.6;0.20;6.3
08.10.2011;65.6;10.2;0.7;0.16;3.1
09.10.2011;95.1;9.6;0.7;0.17;2.8
10.10.2011;;;;;
11.10.2011;46.2;41.2;2.5;0.42;13.6
12.10.2011;48.8;45.1;2.4;0.40;13.1
13.10.2011;63.0;22.0;1.1;0.21;6.2
14.10.2011;47.4;30.3;1.8;0.28;13.0
15.10.2011;52.7;22.2;1.6;0.26;17.3
