Date/heure;O3;NO2;CO;PM10
14.06.2015;95.3;22.5;0.26;12.3
15.06.2015;61.1;39.4;0.34;13.0
16.06.2015;80.6;32.6;0.32;15.0
17.06.2015;99.6;37.4;0.33;17.9
18.06.2015;92.1;39.3;0.37;19.4
19.06.2015;83.1;25.1;0.28;14.7
20.06.2015;85.8;22.4;0.26;16.6
21.06.2015;60.7;26.6;0.31;14.1
22.06.2015;83.7;27.0;0.28;14.0
23.06.2015;75.0;24.3;0.25;10.3
24.06.2015;97.7;35.2;0.32;14.4
25.06.2015;112.3;35.9;0.36;17.5
26.06.2015;115.2;49.8;0.41;26.1
27.06.2015;123.7;29.6;0.31;18.2
28.06.2015;103.7;26.1;0.30;15.2
29.06.2015;98.2;40.6;0.36;19.0
30.06.2015;123.0;46.5;0.40;22.6
01.07.2015;141.8;52.2;0.45;25.6
02.07.2015;147.1;47.2;0.41;29.3
03.07.2015;147.3;57.2;0.47;32.6
04.07.2015;135.2;40.0;0.42;34.5
05.07.2015;131.8;29.2;0.34;30.7
06.07.2015;121.3;34.8;0.36;29.9
07.07.2015;138.3;39.0;0.36;34.5
08.07.2015;95.1;20.8;0.23;14.9
09.07.2015;91.7;22.3;0.24;14.2
10.07.2015;127.8;41.2;0.33;19.9
11.07.2015;140.1;31.1;0.34;20.3
12.07.2015;133.7;23.4;0.30;18.8
13.07.2015;105.0;31.2;0.30;18.0
14.07.2015;98.8;29.5;0.32;18.2
15.07.2015;129.4;43.9;0.38;22.8
16.07.2015;137.7;46.5;0.40;23.2
17.07.2015;140.9;51.6;0.38;23.9
18.07.2015;116.7;37.1;0.34;21.6
19.07.2015;123.9;21.2;0.27;18.2
20.07.2015;89.9;25.4;0.30;15.7
21.07.2015;109.2;41.4;0.37;17.3
22.07.2015;128.5;35.7;0.31;16.5
23.07.2015;89.5;34.6;0.34;15.6
24.07.2015;127.6;34.0;0.34;19.1
25.07.2015;94.1;18.7;0.25;10.7
26.07.2015;95.0;20.2;0.27;11.2
27.07.2015;74.6;21.7;0.26;11.1
28.07.2015;86.6;18.7;0.23;13.1
29.07.2015;79.6;28.7;0.29;13.8
30.07.2015;106.2;25.0;0.28;15.8
31.07.2015;100.0;40.1;0.36;21.0
01.08.2015;81.0;26.9;0.32;27.0
02.08.2015;84.1;30.6;0.38;20.0
03.08.2015;111.2;36.4;0.38;16.5
04.08.2015;109.9;37.1;0.36;16.3
05.08.2015;110.7;43.0;0.41;19.2
06.08.2015;123.6;50.9;0.44;23.3
07.08.2015;130.1;62.3;0.48;24.4
08.08.2015;134.8;32.9;0.33;17.1
09.08.2015;79.4;20.7;0.29;15.3
10.08.2015;97.8;37.4;0.35;13.9
11.08.2015;123.1;41.1;0.42;20.5
12.08.2015;120.9;51.9;0.48;25.4
13.08.2015;135.8;39.0;0.40;22.9
14.08.2015;72.7;44.1;0.40;15.1
15.08.2015;66.4;23.1;0.28;8.5
16.08.2015;64.0;22.1;0.28;6.6
17.08.2015;80.4;37.1;0.34;13.2
18.08.2015;78.5;36.7;0.37;15.1
19.08.2015;62.0;44.2;0.37;11.7
20.08.2015;89.3;39.6;0.39;14.1
21.08.2015;100.8;45.3;0.41;18.7
22.08.2015;110.1;38.6;0.41;19.1
23.08.2015;81.8;29.0;0.37;18.3
24.08.2015;44.9;38.0;0.40;13.3
25.08.2015;72.5;30.2;0.34;14.9
26.08.2015;87.8;41.2;0.44;17.6
27.08.2015;98.7;46.1;0.43;20.7
28.08.2015;116.5;49.8;0.47;23.5
29.08.2015;120.5;36.5;0.42;22.8
30.08.2015;117.5;39.5;0.41;20.9
31.08.2015;123.6;43.3;0.39;29.1
01.09.2015;73.7;36.3;0.32;20.6
02.09.2015;64.8;37.8;0.36;10.5
03.09.2015;79.2;34.0;0.34;14.8
04.09.2015;93.4;29.2;0.31;13.2
05.09.2015;72.1;34.1;0.34;12.5
06.09.2015;72.7;23.0;0.28;10.4
07.09.2015;74.2;32.2;0.30;13.7
08.09.2015;61.6;38.4;0.37;16.4
09.09.2015;84.0;39.8;0.39;18.0
10.09.2015;77.3;37.6;0.36;19.2
11.09.2015;80.9;49.4;0.44;22.7
12.09.2015;91.9;32.6;0.36;14.9
13.09.2015;81.1;24.5;0.32;10.7
14.09.2015;85.7;37.7;0.33;9.6
15.09.2015;49.0;50.0;0.46;15.1
16.09.2015;53.9;46.9;0.49;17.6
17.09.2015;53.6;45.5;0.40;12.2
18.09.2015;53.4;40.6;0.40;13.4
19.09.2015;71.0;25.7;0.34;9.6
20.09.2015;81.8;27.2;0.33;9.5
21.09.2015;69.7;33.5;0.38;17.2
22.09.2015;65.2;31.0;0.36;15.5
23.09.2015;63.1;35.6;0.33;9.1
24.09.2015;58.6;38.5;0.41;13.6
25.09.2015;64.4;38.8;0.42;16.6
26.09.2015;56.5;36.5;0.43;22.4
27.09.2015;64.2;21.3;0.36;21.3
28.09.2015;56.3;34.0;0.33;15.8
29.09.2015;56.4;36.6;0.37;19.7
30.09.2015;46.8;33.2;0.36;26.6
01.10.2015;50.8;35.1;0.39;25.9
02.10.2015;47.1;42.7;0.46;32.4
03.10.2015;68.0;34.6;0.44;26.6
04.10.2015;83.0;30.1;0.33;8.7
05.10.2015;45.0;36.7;0.39;14.6
06.10.2015;15.1;41.9;0.46;16.8
07.10.2015;47.5;32.8;0.34;9.6
08.10.2015;49.1;33.4;0.35;14.8
09.10.2015;39.7;36.7;0.43;22.5
10.10.2015;15.8;31.2;0.47;27.5
11.10.2015;30.4;19.5;0.39;24.3
12.10.2015;26.4;36.7;0.46;28.0
13.10.2015;46.7;37.0;0.47;32.5
14.10.2015;43.9;36.1;0.40;31.2
15.10.2015;33.1;38.2;0.46;21.0
16.10.2015;48.6;41.5;0.46;29.1
17.10.2015;35.9;32.3;0.47;32.2
18.10.2015;9.3;28.0;0.53;31.3
19.10.2015;30.0;39.4;0.47;22.4
20.10.2015;52.4;43.7;0.51;27.4
21.10.2015;37.5;55.6;0.62;31.1
22.10.2015;41.1;43.3;0.51;30.4
23.10.2015;25.2;41.7;0.48;23.9
24.10.2015;29.3;35.8;0.50;24.9
25.10.2015;43.7;39.0;0.47;21.0
26.10.2015;27.6;37.2;0.46;31.7
27.10.2015;19.5;35.7;0.42;28.9
28.10.2015;61.0;34.7;0.41;22.1
29.10.2015;52.4;52.3;0.49;11.9
30.10.2015;29.0;41.8;0.47;22.5
31.10.2015;15.3;32.1;0.45;24.5
01.11.2015;26.2;26.5;0.43;20.8
02.11.2015;16.7;31.7;0.44;21.1
03.11.2015;3.7;36.0;0.62;22.4
04.11.2015;35.7;44.9;0.65;26.1
05.11.2015;33.2;47.4;0.59;26.4
06.11.2015;27.0;54.2;0.70;27.3
07.11.2015;48.4;41.9;0.55;19.3
08.11.2015;47.3;34.9;0.45;17.3
09.11.2015;43.8;54.5;0.57;21.4
10.11.2015;47.1;51.9;0.60;23.5
11.11.2015;21.5;42.4;0.54;32.3
12.11.2015;12.7;38.9;0.46;26.9
13.11.2015;12.7;47.1;0.59;29.9
14.11.2015;50.9;45.9;0.47;21.9
15.11.2015;22.2;42.4;0.49;22.9
16.11.2015;11.1;47.7;0.63;34.7
17.11.2015;48.8;38.3;0.41;19.8
18.11.2015;48.6;37.3;0.38;12.3
19.11.2015;53.9;32.3;0.33;13.0
20.11.2015;59.7;21.8;0.24;8.7
21.11.2015;60.6;29.3;0.29;5.4
22.11.2015;50.9;26.0;0.31;8.8
23.11.2015;40.0;52.3;0.46;15.1
24.11.2015;37.6;50.4;0.44;21.5
25.11.2015;31.6;58.8;0.49;17.4
26.11.2015;36.5;52.5;0.45;14.5
27.11.2015;26.6;45.0;0.43;25.5
28.11.2015;38.0;51.3;0.47;20.8
29.11.2015;50.6;33.6;0.35;13.9
30.11.2015;73.5;29.6;0.26;8.5
01.12.2015;74.4;44.6;0.39;14.7
02.12.2015;14.9;48.1;0.54;21.7
03.12.2015;5.6;40.2;0.55;26.2
04.12.2015;2.4;55.7;0.69;25.8
05.12.2015;6.2;43.0;0.61;27.7
06.12.2015;11.9;32.7;0.46;18.1
07.12.2015;11.1;39.5;0.55;21.5
08.12.2015;9.9;39.2;0.57;22.9
09.12.2015;3.8;56.3;0.75;23.3
10.12.2015;15.5;47.2;0.46;20.4
11.12.2015;6.8;55.0;0.65;27.0
12.12.2015;29.3;55.0;0.58;22.8
13.12.2015;14.1;39.7;0.56;26.3
14.12.2015;13.5;39.9;0.56;26.7
15.12.2015;4.0;48.3;0.66;31.6
16.12.2015;3.6;62.9;0.78;27.0
17.12.2015;7.8;50.1;0.67;21.1
18.12.2015;4.5;51.7;0.80;32.4
19.12.2015;6.4;37.4;0.82;31.8
20.12.2015;12.6;35.6;0.66;25.0
21.12.2015;13.7;63.2;0.68;22.2
22.12.2015;10.7;40.2;0.53;20.1
23.12.2015;9.3;55.3;0.65;22.3
24.12.2015;25.8;47.8;0.52;21.5
25.12.2015;24.6;39.4;0.47;18.6
26.12.2015;30.8;40.9;0.49;19.9
27.12.2015;16.1;40.7;0.57;24.2
28.12.2015;7.1;33.7;0.58;23.6
29.12.2015;5.2;48.8;0.69;26.9
30.12.2015;15.0;37.3;0.57;28.9
31.12.2015;19.2;38.8;0.54;30.7
01.01.2016;34.2;28.3;0.44;32.5
02.01.2016;31.8;29.7;0.38;15.9
03.01.2016;52.8;38.1;0.41;13.5
04.01.2016;58.9;38.1;0.37;9.7
05.01.2016;57.3;43.5;0.41;11.4
06.01.2016;54.8;41.0;0.40;14.5
07.01.2016;58.9;43.8;0.45;12.7
08.01.2016;53.5;54.2;0.49;15.7
09.01.2016;11.6;47.0;0.56;15.6
10.01.2016;67.3;37.2;0.38;8.2
11.01.2016;69.4;37.2;0.32;6.6
12.01.2016;73.9;23.9;0.28;5.4
13.01.2016;73.2;35.8;0.34;13.0
14.01.2016;44.6;52.9;0.45;17.0
15.01.2016;65.1;32.7;0.30;13.1
16.01.2016;55.1;32.4;0.35;14.7
17.01.2016;62.7;33.3;0.36;15.1
18.01.2016;27.8;64.1;0.53;38.6
19.01.2016;22.8;71.5;0.60;38.9
20.01.2016;6.1;64.0;0.68;45.3
21.01.2016;20.2;48.8;0.47;37.2
22.01.2016;37.3;56.9;0.48;47.4
23.01.2016;28.2;59.8;0.62;25.6
24.01.2016;31.1;47.2;0.54;28.0
25.01.2016;17.8;69.4;0.74;36.7
26.01.2016;13.2;69.6;0.80;36.9
27.01.2016;6.8;62.1;0.68;39.1
28.01.2016;7.2;61.2;0.68;39.1
29.01.2016;25.6;55.8;0.61;27.9
30.01.2016;65.4;29.2;0.42;17.7
31.01.2016;62.6;15.4;0.24;2.9
01.02.2016;56.3;35.1;0.32;11.5
02.02.2016;54.4;35.2;0.36;15.4
03.02.2016;63.0;36.0;0.32;8.5
04.02.2016;65.1;34.4;0.33;9.7
05.02.2016;37.3;50.0;0.48;16.1
06.02.2016;30.3;38.8;0.54;21.5
07.02.2016;64.3;34.9;0.46;14.7
08.02.2016;75.5;36.4;0.34;12.9
09.02.2016;84.3;39.4;0.30;7.7
10.02.2016;85.4;28.7;0.28;11.0
11.02.2016;58.4;46.5;0.38;19.2
12.02.2016;47.6;62.2;0.51;18.3
13.02.2016;67.7;40.4;0.36;8.3
14.02.2016;69.4;33.1;0.34;7.4
15.02.2016;45.4;37.5;0.43;16.0
16.02.2016;26.5;34.5;0.45;16.4
17.02.2016;28.3;36.8;0.45;34.5
18.02.2016;44.4;50.0;0.51;27.5
19.02.2016;55.1;43.7;0.40;20.7
20.02.2016;56.0;43.2;0.39;14.3
21.02.2016;64.1;33.1;0.36;10.4
22.02.2016;61.9;39.3;0.37;27.2
23.02.2016;64.5;29.6;0.29;18.4
24.02.2016;52.9;42.3;0.40;16.6
25.02.2016;28.6;51.4;0.47;17.8
26.02.2016;30.1;44.3;0.45;31.8
27.02.2016;31.6;36.3;0.47;36.8
28.02.2016;26.7;30.0;0.42;38.4
29.02.2016;37.7;41.9;0.51;23.5
01.03.2016;75.2;43.8;0.46;27.6
02.03.2016;69.6;42.7;0.38;15.9
03.03.2016;75.8;42.7;0.33;9.7
04.03.2016;50.5;59.2;0.46;22.5
05.03.2016;61.7;48.7;0.44;10.6
06.03.2016;68.1;24.1;0.29;11.5
07.03.2016;68.2;37.5;0.35;14.9
08.03.2016;68.3;40.7;0.37;15.2
09.03.2016;58.2;51.4;0.45;25.8
10.03.2016;65.8;60.1;0.52;32.7
11.03.2016;48.3;47.6;0.49;44.5
12.03.2016;49.5;34.9;0.44;36.1
13.03.2016;43.8;33.5;0.45;23.7
14.03.2016;42.4;38.3;0.47;22.9
15.03.2016;51.9;43.8;0.47;31.0
16.03.2016;49.6;48.1;0.49;23.4
17.03.2016;62.6;54.1;0.55;30.9
18.03.2016;76.7;61.0;0.57;32.0
19.03.2016;92.1;50.7;0.54;36.6
20.03.2016;78.2;35.9;0.47;53.3
21.03.2016;50.4;32.2;0.40;53.0
22.03.2016;51.3;44.0;0.42;39.1
23.03.2016;56.9;48.3;0.42;24.4
24.03.2016;74.4;48.1;0.41;30.4
25.03.2016;73.7;30.3;0.35;22.9
26.03.2016;81.2;33.4;0.38;13.5
27.03.2016;83.1;29.5;0.32;11.1
28.03.2016;79.1;20.6;0.28;8.6
29.03.2016;83.9;32.3;0.30;11.3
30.03.2016;76.1;41.7;0.37;11.0
31.03.2016;56.5;53.0;0.44;19.1
01.04.2016;42.8;31.3;0.34;19.4
02.04.2016;25.6;29.0;0.45;32.0
03.04.2016;52.1;30.4;0.51;38.3
04.04.2016;68.1;35.4;0.41;32.8
05.04.2016;67.3;32.2;0.35;25.2
06.04.2016;74.0;38.0;0.34;12.0
07.04.2016;71.6;40.1;0.35;14.9
08.04.2016;63.8;36.3;0.34;14.1
09.04.2016;45.9;36.7;0.39;29.3
10.04.2016;84.3;27.7;0.38;20.0
11.04.2016;79.8;39.4;0.40;16.3
12.04.2016;90.7;35.7;0.34;12.7
13.04.2016;68.5;37.5;0.33;8.9
14.04.2016;80.1;40.7;0.35;8.4
15.04.2016;55.1;50.7;0.42;15.1
16.04.2016;83.7;27.4;0.30;11.1
17.04.2016;82.1;16.2;0.23;4.8
18.04.2016;72.3;32.1;0.33;5.9
19.04.2016;72.2;32.7;0.36;13.9
20.04.2016;75.6;37.0;0.39;19.2
21.04.2016;93.9;47.0;0.45;20.6
22.04.2016;97.0;38.5;0.36;19.6
23.04.2016;81.9;26.4;0.29;8.8
24.04.2016;73.0;25.6;0.30;11.7
25.04.2016;80.6;27.0;0.28;9.5
26.04.2016;85.6;24.5;0.26;8.8
27.04.2016;86.0;27.8;0.28;9.7
28.04.2016;95.9;32.0;0.32;13.0
29.04.2016;98.3;41.7;0.39;18.6
30.04.2016;106.3;33.0;0.35;15.7
01.05.2016;67.2;29.3;0.34;6.4
02.05.2016;72.7;44.1;0.44;26.9
03.05.2016;100.0;30.1;0.33;18.2
04.05.2016;88.3;43.0;0.37;14.2
05.05.2016;106.5;32.7;0.36;15.0
06.05.2016;122.2;41.7;0.38;17.1
07.05.2016;129.0;40.4;0.39;18.6
08.05.2016;124.5;31.7;0.34;14.9
09.05.2016;81.2;55.4;0.43;18.2
10.05.2016;97.3;36.4;0.36;14.8
11.05.2016;90.9;31.4;0.32;20.3
12.05.2016;90.3;45.5;0.35;7.8
13.05.2016;66.0;53.0;0.43;9.0
14.05.2016;89.7;35.9;0.34;12.3
15.05.2016;97.7;11.5;0.23;12.5
16.05.2016;96.6;17.2;0.25;13.6
17.05.2016;95.2;30.9;0.31;15.3
18.05.2016;99.3;29.1;0.29;15.7
19.05.2016;80.0;30.8;0.29;7.7
20.05.2016;97.1;34.3;0.36;12.0
21.05.2016;95.0;34.6;0.40;14.2
22.05.2016;104.8;19.1;0.28;13.8
23.05.2016;99.7;38.9;0.30;6.5
24.05.2016;61.9;34.9;0.35;8.2
25.05.2016;81.6;32.9;0.37;13.5
26.05.2016;91.8;36.4;0.37;16.7
27.05.2016;108.4;40.1;0.41;23.2
28.05.2016;84.3;32.6;0.36;15.7
29.05.2016;73.0;28.5;0.29;8.1
30.05.2016;78.9;20.7;0.24;7.1
31.05.2016;92.8;28.2;0.27;7.9
01.06.2016;76.7;31.9;0.31;10.0
02.06.2016;58.7;24.9;0.28;9.9
03.06.2016;56.6;26.7;0.31;8.6
04.06.2016;69.7;32.2;0.36;9.0
05.06.2016;82.8;22.2;0.31;9.8
06.06.2016;99.6;32.4;0.35;31.0
07.06.2016;94.9;39.5;0.38;15.7
08.06.2016;61.5;45.4;0.38;13.3
09.06.2016;74.6;52.9;0.46;12.7
10.06.2016;109.4;35.7;0.33;14.5
11.06.2016;81.8;28.1;0.30;9.9
12.06.2016;64.7;15.7;0.24;8.7
13.06.2016;56.7;26.5;0.27;8.3
14.06.2016;52.5;28.1;0.29;8.7
15.06.2016;75.8;24.4;0.28;10.7
16.06.2016;55.7;46.4;0.35;8.6
17.06.2016;72.4;26.1;0.25;8.3
18.06.2016;76.6;28.0;0.30;8.0
19.06.2016;79.3;25.1;0.32;7.7
20.06.2016;82.0;25.1;0.30;10.2
21.06.2016;65.3;33.4;0.35;10.7
22.06.2016;79.7;28.8;0.36;12.9
23.06.2016;100.3;38.7;0.38;19.6
24.06.2016;115.9;35.4;0.34;24.1
25.06.2016;81.1;27.1;0.28;10.4
26.06.2016;74.3;20.2;0.28;11.7
27.06.2016;85.2;29.3;0.29;12.3
28.06.2016;98.2;27.8;0.29;14.3
29.06.2016;94.5;26.1;0.28;15.3
30.06.2016;73.9;33.4;0.33;15.0
01.07.2016;102.8;27.6;0.32;17.8
02.07.2016;63.4;25.3;0.27;11.9
03.07.2016;82.3;14.9;0.23;13.1
04.07.2016;77.9;28.1;0.29;16.5
05.07.2016;84.8;20.4;0.26;14.9
06.07.2016;93.5;25.9;0.27;16.6
07.07.2016;115.8;37.2;0.31;19.7
08.07.2016;127.6;36.3;0.32;21.8
09.07.2016;112.6;27.3;0.29;17.1
10.07.2016;114.2;26.2;0.31;17.6
11.07.2016;115.2;33.4;0.30;21.3
12.07.2016;68.1;32.8;0.30;11.6
13.07.2016;59.7;23.6;0.24;10.5
14.07.2016;57.9;34.1;0.30;8.3
15.07.2016;70.5;31.6;0.30;12.5
16.07.2016;98.9;27.8;0.29;12.6
17.07.2016;89.7;29.2;0.30;12.6
18.07.2016;90.1;34.5;0.31;13.8
19.07.2016;93.9;39.1;0.33;15.1
20.07.2016;129.8;40.6;0.33;20.7
21.07.2016;107.1;36.6;0.30;27.9
22.07.2016;90.7;32.7;0.29;20.3
23.07.2016;89.4;25.5;0.30;13.7
24.07.2016;97.2;15.1;0.25;12.1
25.07.2016;91.0;31.7;0.33;14.0
26.07.2016;108.8;28.1;0.30;13.0
27.07.2016;88.4;20.4;0.26;13.8
28.07.2016;99.0;20.8;0.25;14.8
29.07.2016;82.2;23.7;0.28;16.5
30.07.2016;93.3;25.8;0.31;17.9
31.07.2016;109.3;21.8;0.25;12.0
01.08.2016;87.4;20.3;0.29;34.6
02.08.2016;84.4;29.1;0.35;25.6
03.08.2016;92.9;28.7;0.30;17.0
04.08.2016;96.2;30.7;0.27;18.4
05.08.2016;70.2;30.5;0.27;8.5
06.08.2016;80.3;25.7;0.33;12.9
07.08.2016;87.4;25.0;0.30;13.8
08.08.2016;91.0;26.2;0.29;15.5
09.08.2016;53.1;33.6;0.29;15.1
10.08.2016;66.1;26.2;0.27;14.2
11.08.2016;87.2;26.2;0.27;13.6
12.08.2016;69.5;36.2;0.34;14.6
13.08.2016;79.7;29.3;0.33;15.7
14.08.2016;109.3;23.7;0.30;14.6
15.08.2016;98.8;40.2;0.37;18.1
16.08.2016;102.7;37.2;0.33;15.8
17.08.2016;104.3;38.5;0.33;13.6
18.08.2016;70.4;46.2;0.39;17.2
19.08.2016;76.9;36.8;0.36;14.8
20.08.2016;60.8;25.2;0.31;13.9
21.08.2016;73.9;14.7;0.23;9.8
22.08.2016;73.7;34.8;0.33;12.7
23.08.2016;83.0;44.2;0.39;15.6
24.08.2016;105.8;39.8;0.40;22.9
25.08.2016;120.4;47.1;0.46;24.5
26.08.2016;124.0;58.9;0.52;22.0
27.08.2016;128.9;38.1;0.39;19.0
28.08.2016;124.1;24.9;0.29;16.6
29.08.2016;60.0;30.9;0.31;18.7
30.08.2016;72.5;40.2;0.35;18.3
31.08.2016;100.8;32.0;0.33;17.5
01.09.2016;99.5;37.1;0.35;17.6
02.09.2016;114.7;40.5;0.41;21.6
03.09.2016;108.8;36.5;0.37;18.6
04.09.2016;87.6;25.4;0.29;14.9
05.09.2016;53.3;34.8;0.33;9.3
06.09.2016;67.2;29.9;0.31;10.6
07.09.2016;80.4;39.3;0.35;16.3
08.09.2016;105.4;44.5;0.42;19.1
09.09.2016;100.6;51.9;0.45;20.8
10.09.2016;114.4;38.7;0.40;19.7
11.09.2016;116.1;29.4;0.36;18.9
12.09.2016;104.8;40.3;0.39;22.5
13.09.2016;103.0;48.4;0.41;23.3
14.09.2016;96.4;51.3;0.45;27.4
15.09.2016;68.8;33.1;0.29;17.8
16.09.2016;57.5;39.3;0.29;10.0
17.09.2016;51.1;28.2;0.29;9.9
18.09.2016;41.8;19.8;0.27;7.4
19.09.2016;42.8;35.0;0.35;13.9
20.09.2016;58.9;29.5;0.32;18.7
21.09.2016;45.1;39.8;0.41;26.8
22.09.2016;54.5;38.4;0.46;26.1
23.09.2016;85.7;42.5;0.42;22.0
24.09.2016;84.4;34.3;0.40;24.8
25.09.2016;92.3;31.5;0.37;18.0
26.09.2016;76.6;40.1;0.38;22.8
27.09.2016;77.4;44.9;0.42;22.9
28.09.2016;78.5;37.3;0.37;20.1
29.09.2016;79.1;43.5;0.42;18.9
30.09.2016;96.6;42.8;0.39;19.2
01.10.2016;69.1;31.2;0.31;12.9
02.10.2016;58.3;22.2;0.25;8.2
03.10.2016;62.3;35.9;0.32;11.1
04.10.2016;55.2;33.0;0.33;13.2
05.10.2016;43.1;24.9;0.27;12.8
06.10.2016;36.8;30.4;0.30;12.5
07.10.2016;25.8;33.7;0.38;19.0
08.10.2016;29.2;27.1;0.36;19.7
09.10.2016;47.9;24.8;0.33;16.7
10.10.2016;42.4;32.7;0.35;22.4
11.10.2016;40.6;38.7;0.36;21.8
12.10.2016;42.4;41.5;0.41;23.4
13.10.2016;16.2;34.6;0.52;28.2
14.10.2016;9.8;35.8;0.51;26.9
15.10.2016;47.1;36.7;0.53;17.9
16.10.2016;40.2;23.0;0.46;17.8
17.10.2016;4.0;36.4;0.54;22.0
18.10.2016;37.4;40.8;0.40;14.4
19.10.2016;47.1;35.4;0.33;14.0
20.10.2016;58.8;37.8;0.35;14.2
21.10.2016;41.5;40.9;0.41;16.7
22.10.2016;59.2;37.8;0.43;19.7
23.10.2016;15.6;33.4;0.44;19.5
24.10.2016;22.4;40.1;0.63;22.4
25.10.2016;9.1;50.4;0.53;14.3
26.10.2016;19.2;34.0;0.43;14.2
27.10.2016;36.7;39.7;0.44;23.6
28.10.2016;13.3;30.1;0.43;23.8
29.10.2016;32.6;29.5;0.41;22.5
30.10.2016;41.3;28.1;0.45;24.9
31.10.2016;9.7;33.9;0.47;28.9
01.11.2016;15.4;35.0;0.54;28.4
02.11.2016;62.6;30.8;0.40;21.6
03.11.2016;53.5;37.0;0.36;20.8
04.11.2016;14.1;45.2;0.53;29.7
05.11.2016;39.6;42.8;0.42;15.0
06.11.2016;63.8;23.1;0.28;6.8
07.11.2016;50.9;44.5;0.36;11.6
08.11.2016;37.9;50.5;0.44;17.3
09.11.2016;60.0;36.8;0.38;14.1
10.11.2016;67.6;36.4;0.29;6.2
11.11.2016;58.5;39.2;0.31;7.3
12.11.2016;27.0;37.3;0.45;18.0
13.11.2016;40.0;28.9;0.35;12.3
14.11.2016;17.7;29.3;0.39;28.4
15.11.2016;37.2;42.0;0.45;20.5
16.11.2016;17.7;44.1;0.50;20.7
17.11.2016;38.9;40.9;0.44;17.1
18.11.2016;48.2;40.1;0.36;11.5
19.11.2016;70.8;38.9;0.33;8.9
20.11.2016;31.7;44.2;0.47;12.8
21.11.2016;2.4;56.3;0.79;28.7
22.11.2016;28.1;51.2;0.68;26.8
23.11.2016;1.5;42.6;0.76;36.5
24.11.2016;2.5;35.8;0.69;35.3
25.11.2016;5.0;35.0;0.50;23.0
26.11.2016;3.4;29.4;0.49;24.1
27.11.2016;37.1;24.1;0.38;18.9
28.11.2016;48.0;31.6;0.34;16.1
29.11.2016;36.6;36.3;0.34;21.8
30.11.2016;8.0;45.6;0.61;37.3
01.12.2016;12.5;51.7;0.76;39.9
02.12.2016;36.5;52.3;0.61;31.2
03.12.2016;21.8;46.0;0.52;37.2
04.12.2016;23.6;31.9;0.43;39.2
05.12.2016;5.9;38.9;0.56;43.7
06.12.2016;6.4;42.4;0.70;35.8
07.12.2016;4.7;45.5;0.69;36.9
08.12.2016;6.1;49.1;0.65;32.7
09.12.2016;3.9;55.3;0.81;37.4
10.12.2016;9.2;45.3;0.68;31.0
11.12.2016;4.6;47.7;0.74;31.8
12.12.2016;17.7;51.3;0.72;32.4
13.12.2016;10.0;45.2;0.62;36.0
14.12.2016;9.8;42.7;0.61;31.9
15.12.2016;9.1;45.4;0.54;29.8
16.12.2016;3.4;45.3;0.62;29.6
17.12.2016;5.7;47.0;0.68;34.4
18.12.2016;7.8;37.9;0.65;36.3
19.12.2016;10.2;40.1;0.51;26.1
20.12.2016;4.9;43.9;0.50;35.9
21.12.2016;3.5;47.8;0.63;39.3
22.12.2016;8.6;44.7;0.65;28.0
23.12.2016;7.4;42.1;0.65;26.0
24.12.2016;16.0;45.5;0.54;27.9
25.12.2016;32.2;40.4;0.49;27.0
26.12.2016;32.1;39.0;0.50;22.2
27.12.2016;33.7;42.9;0.44;24.7
28.12.2016;28.6;40.5;0.43;30.0
29.12.2016;25.3;37.4;0.43;39.3
30.12.2016;4.5;43.3;0.59;46.4
31.12.2016;11.0;39.1;0.52;42.0
01.01.2017;17.7;32.2;0.45;37.9
02.01.2017;24.8;36.6;0.48;29.6
03.01.2017;33.1;38.4;0.43;23.3
04.01.2017;48.8;38.4;0.42;31.7
05.01.2017;45.4;49.0;0.38;14.8
06.01.2017;41.3;38.9;0.37;29.3
07.01.2017;20.5;56.0;0.55;75.1
08.01.2017;29.7;47.3;0.52;39.8
09.01.2017;44.1;49.6;0.46;35.7
10.01.2017;45.0;59.1;0.51;30.9
11.01.2017;43.1;48.6;0.43;21.3
12.01.2017;41.1;53.2;0.45;16.3
13.01.2017;74.5;33.2;0.29;7.7
14.01.2017;59.2;28.8;0.29;8.9
15.01.2017;57.8;34.7;0.34;16.1
16.01.2017;46.7;48.6;0.43;20.6
17.01.2017;46.1;36.7;0.40;16.6
18.01.2017;47.2;40.8;0.44;31.8
19.01.2017;46.4;43.1;0.46;55.0
20.01.2017;33.0;51.9;0.49;66.5
21.01.2017;22.9;49.5;0.52;58.7
22.01.2017;26.0;49.0;0.54;52.8
23.01.2017;15.9;59.8;0.64;65.2
24.01.2017;24.7;66.0;0.62;73.2
25.01.2017;44.9;53.9;0.64;97.3
26.01.2017;18.1;61.0;0.67;101.9
27.01.2017;10.0;76.7;0.85;115.3
28.01.2017;22.7;80.8;0.95;77.9
29.01.2017;46.9;68.7;0.69;41.6
30.01.2017;33.8;79.2;0.63;39.4
31.01.2017;11.7;62.0;0.69;29.1
01.02.2017;16.3;54.5;0.58;19.1
02.02.2017;13.7;48.4;0.58;24.3
03.02.2017;61.4;47.9;0.39;24.2
04.02.2017;74.3;47.1;0.42;12.5
05.02.2017;33.4;60.8;0.52;18.4
06.02.2017;17.4;68.9;0.61;23.0
07.02.2017;27.0;55.8;0.51;24.9
08.02.2017;19.3;46.4;0.50;24.5
09.02.2017;32.2;34.6;0.42;41.6
